keys,en,ja,fr,de,es,it,ko,zh_HK,zh
NAME_PkMn_FLAMIGO,Flamigo,カラミンゴ,Flamenroule,Flaminkno,Flamigo,Flamigo,꼬이밍고,纏紅鶴,缠红鹤
NAME_PkMn_CETODDLE,Cetoddle,アルクジラ,Piétacé,Flaniwal,Cetoddle,Cetoddle,터벅고래,走鯨,走鲸
NAME_PkMn_CETITAN,Cetitan,ハルクジラ,Balbalèze,Kolowal,Cetitan,Cetitan,우락고래,浩大鯨,浩大鲸
NAME_PkMn_VELUZA,Veluza,ミミガルーサ,Délestin,Agiluza,Veluza,Veluza,가비루사,輕身鱈,轻身鳕
NAME_PkMn_DONDOZO,Dondozo,ヘイラッシャ,Oyacata,Heerashai,Dondozo,Dondozo,어써러셔,吃吼霸,吃吼霸
NAME_PkMn_TATSUGIRI,Tatsugiri,シャリタツ,Nigirigon,Nigiragi,Tatsugiri,Tatsugiri,싸리용,米立龍,米立龙
NAME_PkMn_ANNIHILAPE,Annihilape,コノヨザル,Courrousinge,Epitaff,Annihilape,Annihilape,저승갓숭,棄世猴,弃世猴
NAME_PkMn_CLODSIRE,Clodsire,ドオー,Terraiste,Suelord,Clodsire,Clodsire,토오,土王,土王
NAME_PkMn_FARIGIRAF,Farigiraf,リキキリン,Farigiraf,Farigiraf,Farigiraf,Farigiraf,키키링,奇麒麟,奇麒麟
NAME_PkMn_DUDUNSPARCE,Dudunsparce,ノココッチ,Deusolourdo,Dummimisel,Dudunsparce,Dudunsparce,노고고치,土龍節節,土龙节节
NAME_PkMn_KINGAMBIT,Kingambit,ドドゲザン,Courrousinge,Gladimperio,Kingambit,Kingambit,대도각참,僕刀將軍,仆刀将军
NAME_PkMn_GREATTUSK,Great Tusk,イダイナキバ,Fort-Ivoire,Riesenzahn,Colmilargo,Grandizanne,위대한엄니,雄偉牙,雄伟牙
NAME_PkMn_SCREAMTAIL,Scream Tail,サケブシッポ,Hurle-Queue,Brüllschweif,Colagrito,Crinealato,우렁찬꼬리,吼叫尾,吼叫尾
NAME_PkMn_BRUTEBONNET,Brute Bonnet,アラブルタケ,Fongus-Furie,Wutpilz,Furioseta,Fungofurioso,사나운버섯,猛惡菇,猛恶菇
NAME_PkMn_FLUTTERMANE,Flutter Mane,ハバタクカミ,Flotte-Mèche,Flatterhaar,Melenaleto,Codaurlante,날개치는머리,振翼發,振翼发
NAME_PkMn_SLITHERWING,Slither Wing,チヲハウハネ,Rampe-Ailes,Kriechflügel,Reptalada,Alirasenti,땅을기는날개,爬地翅,爬地翅
NAME_PkMn_SANDYSHOCKS,Sandy Shocks,スナノケガワ,Pelage-Sablé,Sandfell,Sandy Shocks,Peldisabbia,모래털가죽,沙鐵皮,沙铁皮
NAME_PkMn_IRONTREADS,Iron Treads,テツノワダチ,Roue-de-Fer,Eisenrad,Ferrodada,Solcoferreo,무쇠바퀴,鐵轍跡,铁辙迹
NAME_PkMn_IRONBUNDLE,Iron Bundle,テツノツツミ,Hotte-de-Fer,Eisenbündel,Ferrosaco,Saccoferreo,무쇠보따리,鐵包袱,铁包袱
NAME_PkMn_IRONHANDS,Iron Hands,テツノカイナ,Paume-de-Fer,Eisenhand,Ferropalmas,Manoferrea,무쇠손,鐵臂膀,铁臂膀
NAME_PkMn_IRONJUGULIS,Iron Jugulis,テツノコウベ,Têtes-de-Fer,Eisenhals,Ferrocuello,Colloferreo,무쇠머리,鐵脖頸,铁脖颈
NAME_PkMn_IRONMOTH,Iron Moth,テツノドクガ,Mite-de-Fer,Eisenfalter,Ferropolilla,Falenaferrea,무쇠독나방,鐵毒蛾,铁毒蛾
NAME_PkMn_IRONTHORNS,Iron Thorns,テツノイバラ,Épine-de-Fer,Eisendorn,Ferropúas,Spineferree,무쇠가시,鐵荊棘,铁荆棘
NAME_PkMn_FRIGIBAX,Frigibax,セビエ,Frigodo,Frospino,Frigibax,Frigibax,드니차,涼脊龍,凉脊龙
NAME_PkMn_ARCTIBAX,Arctibax,セゴール,Cryodo,Cryospino,Arctibax,Arctibax,드니꽁,凍脊龍,冻脊龙
NAME_PkMn_BAXCALIBUR,Baxcalibur,セグレイブ,Glaivodo,Espinodon,Baxcalibur,Baxcalibur,드닐레이브,戟脊龍,戟脊龙
NAME_PkMn_GIMMIGHOUL,Gimmighoul,コレクレー,Mordudor,Gierspenst,Gimmighoul,Gimmighoul,모으령,索財靈,索财灵
NAME_PkMn_GHOLDENGO,Gholdengo,サーフゴー,Gromago,Monetigo,Gholdengo,Gholdengo,타부자고,褰富豪,褰富豪
NAME_PkMn_WOCHIEN,Wo-Chien,チオンジェン,Chongjian,Chongjian,Wo-Chien,Wo-Chien,총지엔,古簡蝸,古简蜗
NAME_PkMn_CHIENPAO,Chien-Pao,パオジアン,Baojian,Baojian,Chien-Pao,Chien-Pao,파오젠,古劍豹,古剑豹
NAME_PkMn_TINGLU,Ting-Lu,ディンルー,Dinglu,Dinglu,Ting-Lu,Ting-Lu,딩루,古鼎鹿,古鼎鹿
NAME_PkMn_CHIYU,Chi-Yu,イーユイ,Yuyu,Yuyu,Chi-Yu,Chi-Yu,위유이,古玉魚,古玉鱼
NAME_PkMn_ROARINGMOON,Roaring Moon,トドロクツキ,Rugit-Lune,Donnersichel,Bramaluna,Lunaruggente,고동치는달,轟鳴月,轰鸣月
NAME_PkMn_IRONVALIANT,Iron Valiant,テツノブジン,Garde-de-Fer,Eisenkrieger,Ferropaladin,Eroeferreo,무쇠무인,鐵武者,铁武者
NAME_PkMn_KORAIDON,Koraidon,コライドン,Koraidon,Koraidon,Koraidon,Koraidon,코라이돈,故勒頓,故勒顿
NAME_PkMn_MIRAIDON,Miraidon,ミライドン,Miraidon,Miraidon,Miraidon,Miraidon,미라이돈,密勒頓,密勒顿
NAME_PkMn_WALKINGWAKE,Walking Wake,ウネルミナモ,Serpente-Eau,Windewoge,Ondulagua,Acquecrespe,굽이치는물결,波蕩水,波荡水
NAME_PkMn_IRONLEAVES,Iron Leaves,テツノイサハ,Vert-de-Fer,Eisenblatt,Ferroverdor,Fogliaferrea,무쇠잎새,鐵斑葉,铁斑叶
